id,r_x,r_y,r_z,v_x,v_y,v_z
54058,-0.0853115,1.82625,2.04086,7495.94,-188564,118659
54059,-2.00357,1.53695,-0.665241,-41747.7,-196130,-84846.3
54060,0.699641,-2.14467,1.45003,88881.1,-20737.6,-184268
54061,2.14272,-0.125709,-0.380919,16370.7,256725,66191
54062,-1.13428,1.28061,-1.31573,-210867,-66538.8,150116
54063,3.155,-0.493581,1.05589,-72295.9,-132664,89370.3
54064,2.18485,-1.57186,-0.316101,14544.5,-67295.2,204603
54065,2.06206,-1.29858,-1.30078,-153835,-127213,-109417
54066,0.230724,2.51439,-1.14384,-180101,66649.6,88275.7
54067,-0.290175,0.377379,-2.53268,185563,134302,-24420.5
54068,0.536433,-0.0517109,-2.16532,-114176,-234718,46246.2
54069,-0.480376,-1.7173,0.725753,-44743.1,124459,229105
54070,1.45674,-0.131738,-2.66919,107092,183083,55604
54071,-0.28392,-2.25004,-0.128407,202436,27895.9,-166106
54072,2.71253,-2.26754,-0.968309,-46644.1,-138616,91051.1
54073,-0.696208,3.30022,-1.24147,144538,42087.6,84593.8
54074,-2.22553,0.925881,1.09319,48556.7,224890,-14332.1
54075,-0.648369,2.62906,0.00457545,229346,50140.2,9852.5
54076,2.00488,-1.2344,-0.142435,-153478,-178036,46755.8
54077,0.160284,2.25387,0.522015,-34957.7,42289.6,-234659
54078,2.39656,0.314653,0.200849,13609.7,65912.9,-230396
54079,2.6285,0.222876,1.1532,-90574.3,-49020,199831
54080,1.62613,0.291702,2.67409,52566.9,200167,-5948.03
54081,0.337576,1.92914,-0.861264,-162562,-113475,-183564
54082,-1.53145,-2.34206,2.25976,136163,-117499,1076.66
54083,2.3586,-0.316262,0.032305,-63620.2,-242177,1292.78
54084,-0.545575,-2.37058,1.79947,-183182,84328,72034.2
54085,-2.73279,1.2151,1.9763,44240.9,165176,-37283.7
54086,0.743276,2.47496,-0.453685,-192310,18957.5,-116006
54087,2.54283,-0.184405,-0.766759,25356.9,-90748.6,199191
54088,1.77759,-0.604464,-1.94904,164895,117919,73779.1
54089,-1.5315,2.29259,-0.929868,-88194.1,-116247,-132661
54090,2.66175,0.15047,-2.47476,51791.9,-174356,35508.2
54091,2.81641,0.522681,0.569022,-8884.99,189016,-76621
54092,-1.11657,-2.15379,0.401089,-203048,88781.2,104173
54093,2.83614,-0.127984,-0.16044,8324.21,-223555,6261.6
54094,0.142918,3.18875,1.20119,-178269,11743.6,68039.6
54095,1.87986,1.6123,0.316252,-8346.99,-1879.64,232444
54096,-0.94647,-1.37275,2.47145,113600,151835,79522.9
54097,-1.62319,-1.13393,0.0956006,152566,-240257,36276.7
54098,-1.37776,-1.72799,1.58737,171297,-110510,35868.8
54099,0.964623,3.02328,0.720211,185388,-55840.6,44130.8
54100,2.07958,-0.470017,-0.932735,-81827.5,168310,-150754
54101,2.86572,0.344294,0.445191,-28978.8,206306,791.615
54102,2.25218,0.93647,-0.284951,18834.4,-86576.9,224788
54103,-0.377217,-1.17531,1.91965,-18398.8,192360,154493
54104,2.58919,-2.3335,2.12976,55832.1,124542,54082.6
54105,0.452766,0.501084,-3.04524,-179587,-92762.1,-44252.9
54106,1.46463,-2.08445,-2.24414,80853.6,-111689,133992
54107,1.98987,-0.439476,-1.18579,157197,130613,123699
54108,-2.88569,-0.485496,-0.952763,1272.22,180422,-66300.9
54109,0.740847,-0.490145,-3.18883,-164869,-91180.7,-37443.5
54110,-1.20349,1.83418,0.339894,-114339,-150770,165547
54111,-0.23574,-1.15406,-0.313821,-19414.1,189575,-329042
54112,-1.26992,1.09289,1.74052,-22152.5,-210006,79143.6
54113,1.70287,-2.21683,0.234825,147344,149247,7536.15
54114,0.0300671,1.32901,-1.66896,-30223.9,228985,129331
54115,-1.47016,-2.82586,0.408387,-165220,51640.2,-107570
54116,-0.312657,-2.28684,1.24808,78413.2,-121618,-179735
54117,-0.975093,-0.73965,-3.24988,126215,-99335.4,-38014.4
54118,0.565798,-1.65847,-1.20671,-147357,68219.9,-206167
54119,-2.41114,1.23457,-1.55187,110337,127773,-99446.9
54120,2.09755,-0.806539,2.15505,-100517,115553,138069
54121,-2.08105,0.761349,-1.7812,-34025.8,-215032,-37779.8
54122,1.54935,0.489465,2.03203,161532,-45110.7,-170983
54123,-2.7522,1.66664,0.0278812,110234,163398,11936.9
54124,0.634052,1.49274,3.19171,56619.3,144665,-89631.1
54125,-1.94246,-0.18667,1.10577,-131379,160186,-134044
54126,1.45979,-1.00289,1.28197,-33611.9,-239180,-85585.2
54127,1.20659,2.64548,-0.33723,547.632,-179.594,-202184
54128,1.47826,-2.1869,0.577721,-179915,-87061,42490.3
54129,0.886651,0.316038,-2.99436,52785.4,-185369,-27974
54130,0.58471,-2.076,-1.24113,-239703,-52251.2,22553
54131,1.95236,2.01973,0.97688,-146151,147632,21649.6
54132,0.293989,2.17113,-0.0990786,71709.6,1071.09,-238803
54133,-1.75893,-2.3267,0.301996,150459,-93126.8,119115
54134,2.48422,0.597932,0.543015,-67530.1,145124,167562
54135,0.844608,-1.08834,2.32834,-29170.6,-203188,-89507.7
54136,-1.52484,-2.65532,-0.417626,-162988,65981.8,107038
54137,2.15008,-1.04865,-0.0480885,-101596,-223709,-5221.38
54138,-1.45871,3.57111,-0.439642,155205,47993.4,-18172.5
54139,-1.17365,1.30194,0.519878,-134619,-60314.8,-263646
54140,1.27078,-0.910604,-2.3995,183299,37436.9,79757.4
54141,-1.37497,1.82523,1.85225,134056,128807,-1380.56
54142,-0.116786,-3.38051,0.394528,-187326,-13998.5,-7955.5
54143,1.28592,0.194186,-2.09996,-137685,-130064,-142142
54144,-0.936531,-1.4137,0.942937,181846,-211043,-99265
54145,2.43168,-1.38091,-1.96307,-46115.5,-154076,93513.9
54146,1.79906,1.5815,-1.81693,-133197,151342,68375.1
54147,1.52771,0.128162,-1.76466,-197572,-27847.4,-160972
54148,0.638356,1.0399,-2.30707,-175884,-109711,-104009
54149,-1.71742,-0.997079,1.65286,176486,-130142,113282
54150,-2.20281,0.983805,-0.130011,-95339.6,-149671,144112
54151,1.02519,-2.76467,-0.941663,163658,38325.9,85124
54152,-2.15476,-0.0516127,-0.0781063,17132.1,-268230,-32315.1
54153,0.955759,-2.68357,0.982767,195661,71058.2,39688.2
54154,-3.18858,0.812457,-0.485594,7513.81,178926,72537.9
54155,-2.18752,-0.894512,1.94205,-88090.1,188330,12024.2
54156,1.46737,-2.32488,1.17279,18784.1,83273.3,195957
54157,-1.41441,1.05546,-1.75978,95061.8,211690,61243
54158,-0.137363,1.18948,2.39772,222160,-9669.49,46621
54159,3.18054,0.554457,-0.282886,-22629.5,82491.6,182772
54160,-1.36959,3.19578,0.0140604,167477,66578.6,575.948
54161,2.65319,0.183447,-1.47368,-108274,86104.1,-161703
54162,0.315933,-2.69543,-0.484394,-211527,9759.08,-58989.8
54163,2.77864,1.10993,-0.76356,-73867.6,169216,-56223.4
54164,1.48424,2.16699,-0.0543057,62073.5,-12532.2,216531
54165,-1.9739,0.884523,-1.17541,126828,190120,-86425.8
54166,2.00303,-0.539999,-1.50096,6916.69,-173089,148090
54167,-1.58099,-3.44625,0.492692,-137703,85078,44050.2
54168,-2.32417,2.57425,-0.0259936,-131337,-114534,39583.2
54169,1.53554,-1.75308,1.66738,170467,7637.41,-115228
54170,-1.46872,-0.164739,2.63063,15053.8,207949,-4654.3
54171,1.29695,-1.82064,0.0511608,218409,130962,4009.18
54172,-1.8966,2.17644,1.24996,-69593.1,61975,-177387
54173,-0.984085,-1.43368,1.70152,-183422,124850,74901.7
54174,-1.17415,0.506717,2.29073,196923,-72057.3,80554.6
54175,-1.25115,-2.11536,-1.71725,-188514,31378.3,89218.4
54176,0.0289318,-2.73848,0.255959,217707,-1803.69,-9546.77
54177,-0.913436,0.0282905,-1.58789,128838,-263394,-51860.7
54178,2.30326,-1.64484,1.10418,115730,155149,-28033.6
54179,-0.736462,-1.74459,-0.148682,88605.3,-70269.4,236272
54180,0.660477,1.30851,-1.84836,-18149.8,190568,145097
54181,1.0151,-2.7805,-1.26645,-183507,-50461.6,-68525.3
54182,0.137153,3.64001,-0.366634,172362,-1410.14,-29080
54183,1.83348,-0.773778,-1.08306,167328,197757,8695.48
54184,1.02479,-2.16741,3.20814,-120006,-120362,-62698.4
54185,-3.47212,-0.560084,-0.0971419,-8764.27,176128,-42977.5
54186,2.82997,0.867051,1.72388,65752.9,-173386,1547.6
54187,2.58212,-1.84132,1.64795,69137.5,134148,91043.2
54188,2.51457,-2.24485,0.020248,134986,92525.7,-100003
54189,2.32654,1.00395,0.718559,-73417.2,137610,135251
54190,-0.206132,1.94395,-2.3236,44535.5,163770,97322.7
54191,1.76082,2.65454,0.65406,-36356.6,28469.6,-169007
54192,-1.2927,-1.9827,-1.04783,-41346.8,158046,-159411
54193,-1.45066,0.104216,-1.69781,-169026,152727,121521
54194,-2.02446,-2.38073,1.63153,62888.9,-129183,-111213
54195,1.26912,-2.18823,-0.000185697,-210598,-132387,5478.41
54196,-2.53563,-1.74231,-0.633017,62626.7,-24556.3,-187385
54197,1.68823,-1.64389,-1.44503,-93178.4,-138937,134148
54198,2.03131,-1.53339,-0.0800734,-132767,-167815,5980.59
54199,1.53839,-3.10708,-0.378955,-10877.2,26483.8,-190394
54200,-1.2314,-2.11224,-1.51457,73108.1,-153188,118215
54201,2.14734,0.862148,-0.259846,-96756.4,198257,-100700
54202,1.93926,-0.244781,-1.29538,21389.9,-250741,35102.8
54203,-0.686731,1.11213,1.57631,237640,-6260.58,106409
54204,2.45868,-1.38629,-1.12987,124325,173083,-19391.6
54205,1.7843,-0.310146,2.54818,-2950.16,-190217,18169.1
54206,-0.859941,-1.64526,-1.4921,-115488,-81416.7,184455
54207,-1.62335,-2.04845,0.309928,-125480,47380.5,-192879
54208,0.871549,-1.68794,1.08708,-38931,-156719,-201608
54209,-3.04607,0.381139,-1.80529,-90329.9,29561.3,132938
54210,1.50939,2.10202,0.0732426,-43174.8,29958.7,241249
54211,-2.83218,0.107527,0.157935,26985.3,221631,37123.5
54212,2.85013,-1.84918,-0.524614,-105698,-142836,48768.4
54213,-0.497278,2.48151,-1.42613,215315,17271.8,-24878.3
54214,2.23547,0.491825,0.339528,62058.5,-252004,10915.7
54215,-0.40467,-1.10779,2.09151,59104.2,194725,133977
54216,2.49577,0.671559,0.180458,-69307.5,230254,43426.6
54217,3.23116,-0.302047,-0.65419,16312.1,190648,24502.6
54218,2.28142,2.09296,0.719365,131586,-151312,22345.3
54219,-0.955751,0.6606,2.74355,-163143,109797,-86808
54220,-1.53896,2.95995,0.311998,-180002,-69438.7,13430.5
54221,-0.48687,2.34272,-0.199928,-218106,-41674.4,75084.3
54222,1.62226,-1.39709,-1.72338,137067,-75972.9,170449
54223,-1.93562,-1.04881,0.130261,-89887.5,230732,-14527.7
54224,-1.38497,1.74594,-0.240766,-159754,-137698,-123322
54225,-1.44662,-1.98534,-1.06041,192441,-134546,53159.2
54226,-1.37437,-1.71036,2.3196,-187846,47818,-39967.4
54227,-1.15718,-2.27736,0.804838,133231,-123965,-135206
54228,0.331712,-2.44473,-0.475562,221569,34400.5,-89346.5
54229,1.47156,2.4973,-0.249379,-157524,155180,9264.8
54230,-1.90672,-1.92366,0.652765,174311,-138058,-41986
54231,-1.93176,-0.722659,-0.982264,-117956,231741,-21630.4
54232,2.57439,1.72664,-0.0446475,-131427,147208,60694.1
54233,-1.35242,-0.166896,-1.56655,187886,-113693,-155701
54234,0.184276,-2.21028,-0.850593,242669,34108.1,-90084.8
54235,0.937989,1.56984,1.10188,246970,-56125.8,-71466.1
54236,-0.299795,2.41843,1.90786,-195751,-26780.1,12633.3
54237,-1.58559,0.0471534,-1.80538,114964,-118770,-155106
54238,-0.830098,-1.57999,-0.546359,264321,-96966.2,74212
54239,-1.68962,0.0188054,-2.08151,191060,105679,-94280.1
54240,0.39177,0.211217,-2.02907,-29891.8,259189,46633.7
54241,-1.04727,-1.65534,-0.0633291,-237010,116758,94272
54242,-1.05975,-2.52504,-0.408118,-125505,88902.3,146367
54243,1.30777,-0.714431,2.6687,43860.9,213736,17980.6
54244,-0.881656,1.40061,2.41771,181737,29983,79966.2
54245,-1.50802,1.84186,-0.0478267,198724,131581,85504.6
54246,-0.835292,-2.49731,1.35028,175009,-107089,-65326.8
54247,1.37269,1.93297,0.570655,217044,-110240,44170.8
54248,2.17647,-1.98,-0.755228,132556,139096,-48894.8
54249,0.208643,2.39064,1.89345,139538,-99544.6,115465
54250,-0.382684,2.73849,-1.35598,-149549,44070.2,115486
54251,1.25622,0.529004,1.94645,-1995.65,-209811,116121
54252,-0.805222,-2.5374,-0.881577,170842,-84423.5,-40260.4
54253,-1.3022,2.27507,0.262203,198756,90214.2,57853.4
54254,-2.86003,-1.25399,0.273448,84158,-177493,9110.4
54255,-1.31186,0.919844,2.81054,103940,-155195,67962.1
54256,0.0495712,0.938711,1.94756,-253426,-41443,37798.9
54257,-0.994041,-1.5963,0.52743,-227663,159271,25487.1
54258,-0.726479,-1.89715,-1.90518,214558,-93.1004,-49218.3
54259,1.12379,-0.118952,2.66814,84314.1,-178430,-39416.7
54260,-2.13811,-1.1306,-0.326289,-141513,197889,36931.1
54261,-2.07172,-1.9651,1.46532,-60080.5,-93384,-167725
54262,-2.43849,-0.248244,-0.72875,2974.64,213510,39194.3
54263,0.231305,0.586897,-1.92428,117760,207111,74945.6
54264,0.28118,-2.76875,0.0947059,201228,67990.7,10212.7
54265,0.656986,1.04578,2.5379,160707,100290,-123820
54266,2.12569,1.20185,-0.966034,105512,-184063,74577.6
54267,-0.725036,1.42167,-1.54569,-218089,-43914,112255
54268,1.52149,1.46524,-0.835598,-142406,195812,-15674.7
54269,-0.771824,-2.01573,-2.35759,-151748,112120,5051.76
54270,-3.03012,1.26789,-0.280716,-19252.6,-13943.2,192568
54271,-2.37591,-0.94973,0.0936189,61383.3,-224528,-17185.4
54272,0.925251,-1.58398,-0.916689,249885,123909,-13999.3
54273,-0.710871,-1.69234,-0.297916,206641,-109683,176191
54274,-3.4556,0.61812,-0.0777429,-59337.2,-116186,124990
54275,-1.84773,1.12734,-0.287638,159524,228388,-5820.29
54276,-0.4926,2.59682,0.96846,41967.1,86093.2,-192980
54277,-0.829089,1.74576,2.07707,-178037,-96133.2,-42045.1
54278,-1.77662,-0.337449,1.00757,967.238,244360,128453
54279,-0.46307,-2.07747,1.41702,-55708.1,92858.1,220921
54280,-3.01375,0.081117,0.727551,54530.1,163873,111286
54281,2.7431,0.863622,0.0615023,21027.7,-99592.2,194967
54282,0.902369,2.43682,0.755546,-189787,74742.4,-66733.2
54283,0.940161,-1.71612,0.242671,243562,132079,-16417.8
54284,1.34226,0.805453,2.27065,185308,-92716.9,-63866.9
54285,-0.476686,2.27063,-2.47968,-182731,-22150,36297.3
54286,0.0466928,2.7758,-0.0262714,-216626,8814.49,-4637.55
54287,1.26431,-1.42533,1.4291,-140279,46209.4,198875
54288,-0.0213366,3.16573,-0.0281168,-197121,-11712.6,-4898.39
54289,-1.5448,0.850028,2.95211,-72540.7,136269,-106401
54290,-0.758446,1.34,1.60588,53402.5,180997,-179757
54291,-0.44542,2.44295,0.504389,-223839,-63033.8,4164.58
54292,1.20455,-1.80413,2.59677,-2476.26,-153230,-115113
54293,2.47818,0.931526,0.270987,29964.5,-74532,-211477
54294,-0.317804,0.474341,0.342502,-333004,-331422,161358
54295,-1.45097,-0.0423402,2.13735,-132847,154663,-101274
54296,1.09391,1.49022,0.125113,-253691,146366,-45870.4
54297,-2.37102,1.71175,-0.0590757,134409,165851,-21757.2
54298,1.43837,-2.30025,0.360173,-56948.7,3170.84,215059
54299,-2.2425,0.0345707,2.1807,-63485.7,-175877,-34683.5
54300,0.143694,1.70916,-1.47327,-164237,133897,141826
54301,-0.0366202,-1.6819,1.65705,-222991,-82447.1,-83454.6
54302,2.71236,0.323956,0.256214,-11462.7,-199571,79746.2
54303,-1.17981,-1.48284,1.75465,-57633.4,207673,90306.3
54304,1.46852,0.292713,2.15082,174656,14876.7,-145850
54305,0.280407,1.43017,1.89691,241395,27218,-26172.9
54306,3.39779,-0.0422996,-0.404246,-10419.8,185636,-6757.63
54307,2.75448,-0.382727,0.814573,-305.66,-204625,-756.003
54308,0.269697,-2.64266,-1.07064,-215531,11120.2,-41204.5
54309,2.90785,0.699084,-0.405517,61223.6,-204275,782.4
54310,-1.35353,1.72618,2.21501,198106,52115.7,36468.1
54311,1.21749,2.37299,0.951659,151884,-128523,105542
54312,-3.07652,0.502235,-0.089347,30251.2,195902,5024.24
54313,0.186,2.19889,1.61157,-8231.66,120387,-198989
54314,2.24394,-0.462181,-1.08094,-48457,110226,-205667
54315,3.17234,-0.262956,0.66411,-16845.7,-186632,54487.9
54316,-0.0187153,-2.31847,0.446141,-222414,6534.76,-83123.2
54317,-2.60483,0.590555,0.0170414,73003.6,205247,-9855.51
54318,-1.70304,1.30708,-1.31957,-110458,-190236,-19233.1
54319,0.097402,2.33519,-2.68324,-24588.9,134777,115674
54320,-3.12476,-1.61218,0.187368,-57649.7,84092.4,-146343
54321,0.409771,-2.47971,2.13871,-143554,78714.3,101335
54322,0.323314,2.18557,-0.106042,-252394,45225,51098.8
54323,-0.119512,-3.27113,-0.94665,-183752,15093.4,-43650.3
54324,-1.49091,2.51149,-1.3205,169825,1365.95,-109274
54325,-0.285301,-0.611097,2.51659,-172901,141056,-26910.5
54326,-1.6952,-0.251137,-2.18371,24625.9,214289,-25301.6
54327,0.441595,2.18041,-1.51807,226397,-34880.6,-56682.8
54328,2.07866,-1.61245,1.37604,64784.6,169567,119727
54329,0.899498,2.68632,0.342282,-200613,90008.9,-40288.7
54330,-3.58436,0.559734,-0.30376,-11603.5,8319.86,175198
54331,2.5003,1.67961,-0.70885,107513,-126848,127886
54332,0.228644,-2.34833,0.238714,-819.238,-47103.3,-235520
54333,-1.17793,0.0338519,-1.64861,65981.2,258870,-64801.7
54334,-2.15754,-0.81957,-1.02309,-11250.6,111301,-202395
54335,2.58925,-0.470985,1.60743,49792.8,-143595,-136873
54336,-0.597937,3.00191,0.512801,-203126,-38920.4,2615.75
54337,-0.192148,-1.8751,1.63138,104680,-147327,-177232
54338,-0.201749,-2.65142,-0.663786,123238,-16656.7,170197
54339,-0.670803,2.52104,-0.888583,217462,39449.5,3979.76
54340,-2.693,1.04095,-0.533734,78277.5,190649,64350.6
54341,0.404306,1.5401,1.83055,227156,-36346.8,-5561.98
54342,0.322797,-0.446821,2.98387,-210194,-13824.4,33998.7
54343,1.94432,2.96414,0.272391,103929,-50594.9,-134926
54344,-0.79007,-2.82712,-0.0215129,-203907,49384.2,-7962.73
54345,1.01834,1.09789,1.67249,-29822.2,-186062,180313
54346,1.6324,-2.0703,0.517591,141170,59462.9,-163328
54347,-2.68286,1.46196,-1.15354,54918.1,179043,45291.3
54348,2.46456,1.73362,0.584239,-111106,115705,-102437
54349,-1.30268,1.75245,-0.711279,112386,145615,183274
54350,1.53785,1.20883,0.623258,-82412.1,210284,-146757
54351,-1.62892,0.0554576,2.72414,-157987,-87850.6,-58608.8
54352,-0.132121,-0.906412,-0.347493,164102,146404,-334895
54353,-2.03155,-0.340002,1.96568,70049.7,184176,73149.3
54354,-0.780535,0.83033,2.18355,-152781,-165119,25672.6
54355,-1.53959,0.22483,-2.62958,156783,-69772,-118297
54356,0.072754,-2.5015,2.25057,-163885,58558.3,69206.6
54357,0.129878,-1.98321,-1.29156,-149982,113279,-131638
54358,-1.08662,2.2485,0.986114,177833,97936,95110.4
54359,-2.2543,1.78405,-0.843552,88538.9,166590,103155
54360,-2.53227,-1.14689,1.61653,28792.8,141601,142445
54361,-0.303424,-1.91697,0.234976,-281821,-12966,24035.7
54362,0.50264,-1.68129,1.14343,51195.2,196565,189601
54363,0.427457,-1.2384,2.94709,-147458,-121191,-18846.1
54364,-2.65521,-1.62124,0.856959,-113376,27831.9,-161604
54365,0.398167,1.9776,-0.502711,-260763,31751.3,-89401.3
54366,-3.06519,-1.18405,1.42949,28927.2,-166487,-65677.5
54367,1.70342,2.73386,0.553299,-153649,111800,-19377.9
54368,-1.87691,1.75018,-0.0253801,137680,200392,8462.1
54369,-1.37881,-1.15513,2.11949,-105215,193159,41948.5
54370,-1.10624,2.26196,0.562273,-13063.6,-42029.3,228126
54371,2.11491,1.50117,-0.0200952,-83941.1,209419,-9833.37
54372,-2.20939,1.04281,-0.785578,-115930,-192548,-92896.5
54373,1.86406,2.20362,0.39826,6757.81,1489.19,219318
54374,1.16149,-1.43042,-2.02303,19138.8,-147003,138274
54375,2.15616,-0.801478,-2.20473,37338.1,-149517,133146
54376,-0.616133,-2.54015,1.05326,168129,12950,135669
54377,-0.804437,0.00135821,2.54918,-58297.3,209039,5673.25
54378,0.330187,-3.04518,1.98359,168343,30842.2,-24334.7
54379,-1.43101,0.724292,-2.29678,-202769,-95573.6,56744.7
54380,-3.25416,1.2324,-0.687866,-71391.8,19298.8,164689
54381,0.849981,-0.379095,3.73025,-141417,-63858.1,46082.6
54382,-0.994341,0.957852,-2.0881,196468,-20275.4,-108701
54383,1.74956,-1.69071,0.0303789,-119328,-199818,-3330.64
54384,-1.07669,-1.55641,0.0492854,208086,-178886,98002.8
54385,-0.511062,-3.06095,0.417434,105476,-38089.5,-170877
54386,1.43014,-0.203782,-0.932342,121412,220432,137833
54387,0.7352,0.932105,1.67778,240021,-124006,9284.54
54388,-1.8774,-1.13093,-0.817054,131950,-158645,-141039
54389,0.712628,0.955157,2.4964,-7875.6,-196710,93399.3
54390,-0.273598,0.0236292,2.39965,-233279,-16124.3,-62241.2
54391,0.353335,-2.33166,1.13285,-198150,-25069.7,102264
54392,-2.04771,1.4992,-0.592972,114930,142726,159410
54393,0.568744,1.82348,1.89585,-202849,45875.4,63509.9
54394,1.43347,-0.521533,1.69621,-165893,-168652,53733.6
54395,-1.66731,-0.899551,2.5379,127929,110144,115730
54396,1.25266,-2.89341,-0.00834772,-182016,-48305.7,-82633.4
54397,1.71058,-1.16584,-1.32218,-97149,-209629,19369.7
54398,1.70668,1.44061,-0.390174,111328,-169593,-165822
54399,2.43844,-1.14547,-0.678461,35141.1,-66249.7,204010
54400,1.27044,-0.543776,-1.46549,-207581,-224475,-14143.5
54401,0.976842,-1.61118,-2.10692,-180380,55544.4,-80890.3
54402,-1.37376,1.64145,0.280751,179276,185226,-31937.4
54403,-1.14999,0.165819,-2.56825,103307,181293,2542.37
54404,2.28369,-2.04773,-0.136743,-135617,-157410,19602.2
54405,-2.29213,-2.58279,-1.92042,-106511,-61937.5,135093
54406,1.51375,-1.8634,-2.02989,134695,-32152.3,123390
54407,0.327116,-0.704633,1.96547,-4204.67,-259304,-52521
54408,2.24122,1.34956,-0.655614,81731.1,-138933,173874
54409,-0.12204,2.44338,-0.441777,227612,51488.1,101286
54410,-0.0891152,-1.20951,-2.3751,-76659.1,-204043,49615.4
54411,2.72504,-0.670361,0.0977571,-71324.5,-212894,2988.45
54412,1.21291,2.05982,0.495004,214141,-85747.1,20220.6
54413,-0.250758,-0.2107,-2.56163,-187358,110335,32324.1
54414,-1.28007,0.147602,-3.03091,-132938,-109310,48375.4
54415,-1.70559,2.21975,-0.926565,-132766,-147049,-47704.2
54416,-1.5879,1.2889,-2.07358,92149.8,-35766.5,-171348
54417,2.1502,0.458001,-0.418567,-77392,4149.16,-246732
54418,1.83652,0.974957,-0.652288,85848.8,54982.2,237839
54419,1.78445,2.49074,-0.868074,32399.8,-88935.3,-160323
54420,1.32666,-0.837787,-2.71533,140287,-42395.9,146818
54421,0.518567,-2.7339,-0.933483,-176224,-9896.26,-130339
54422,-0.855039,-2.13179,-0.529859,-98469.6,-62129.7,219139
54423,-0.366133,-2.40899,-0.683529,-184863,62191,-125761
54424,-1.77807,2.37621,1.04487,-60178.5,-149480,118606
54425,0.672394,2.12492,0.730664,132560,79072.4,-198284
54426,-2.6579,-0.103509,-1.22732,-89614,173691,66930.7
54427,-3.08098,-0.96856,0.662922,60792.4,-187852,-4781.97
54428,-1.33566,-0.000482439,-2.00839,-68258.6,223075,18063.5
54429,-1.59304,1.20904,1.2393,133703,220390,15425.4
54430,-0.425315,0.722435,2.80314,-176163,100920,-14819.8
54431,0.326591,-1.19708,2.61216,-159730,105672,84701
54432,-0.97139,-2.66803,-0.368471,-181229,79745.9,47945.3
54433,2.10184,-2.04435,-1.01372,-95921.1,-180022,43542.7
54434,-2.35778,-1.53927,-1.91227,-147429,52593.9,104742
54435,-0.12254,1.88,0.465085,278161,48617.4,-3188.47
54436,2.88231,1.06493,-0.0285022,-37180.4,207315,-23834.3
54437,0.529081,3.66812,-0.073879,166193,-11427.1,-10580
54438,0.245556,-0.913936,-0.198364,-424523,-108601,21685.9
54439,0.244901,2.27139,0.292437,238589,-24328.6,-98010
54440,1.27014,0.820295,2.79361,106196,-172415,-14865.4
54441,2.59395,-0.435701,1.93443,-125258,-103805,113798
54442,-1.46559,-2.10713,0.931836,-11231.4,-110224,-176814
54443,2.16347,-1.79614,0.660718,-97627,-189181,-2157.81
54444,-0.813118,-2.33591,-0.62462,-229442,43744.6,2453.45
54445,1.94286,-2.88563,-2.36844,84649.1,-38971.4,112304
54446,-0.568473,2.10202,-1.47531,-32870,86079.4,206637
54447,0.452103,2.30845,1.97764,170711,-87339.2,61927.8
54448,-1.41141,-1.16409,-2.19865,79951.1,-186043,77952.9
54449,-2.36409,-1.82123,-0.23892,-117861,154683,89915.9
54450,-2.1761,-0.924544,-2.72431,86743.4,-155345,14301.8
54451,1.29807,1.20403,0.949831,218637,-24031.6,-183889
54452,0.121483,-0.33361,2.2414,-226873,-125178,23997.5
54453,0.123709,-0.778125,3.27223,-40187.3,-174844,-72840.2
54454,0.217095,-2.55696,0.415118,-237980,-50763.1,-22529.7
54455,0.363466,-3.50775,0.229567,-118322,-12030.4,-132899
54456,0.925225,-0.475775,2.50877,-188385,-113888,12357.4
54457,-0.459369,2.4647,1.62602,-126206,86892.9,-126671
54458,-2.47293,-0.270505,1.20713,73083.8,-71074.8,182052
54459,-0.578236,-0.412594,2.40234,113665,-204142,-30887.6
54460,-1.33689,-2.17396,1.19061,71423.4,-105058,-152102
54461,-1.64141,-2.57936,0.507927,51849,8478.96,180535
54462,-2.13953,1.11428,0.294545,93150.7,223158,52056.7
54463,-0.0948364,0.356037,-2.5523,-16562.5,213954,68778.4
54464,0.163552,-0.305483,2.88464,67274.2,-197188,-23812.3
54465,3.16905,-2.00697,0.117216,-63844.9,-157400,-5924.93
54466,-0.82645,-0.226751,-2.15155,216094,-101131,-29113.4
54467,3.05533,1.69817,0.544265,-102418,151555,2537.25
54468,-0.416936,-3.26793,-0.500587,-186343,6603.4,-40189.3
54469,-0.0203001,1.83089,-1.59209,-236125,-66489.8,-5129.18
54470,-0.106501,1.1753,-1.63443,-197517,-168320,-97122.3
54471,2.58582,-0.337946,1.55174,79583.9,-168680,-83174
54472,1.87579,2.70033,0.180005,-19074.2,-1767.51,195894
54473,-1.91036,0.731264,1.39454,-146645,-182914,-59273.5
54474,1.54008,-2.54458,-0.0487852,161568,131244,-4820.9
54475,-2.10461,-2.00693,-0.337311,142226,-165608,1855.09
54476,-0.927137,1.95372,-1.71105,-197021,-30004.9,94518.4
54477,1.60354,-1.48003,-0.59128,134271,202180,-90272.1
54478,1.16455,-2.45468,-0.469812,-101579,-105006,184212
54479,2.84731,-1.13807,1.16083,122923,131755,-76147
54480,-2.26649,0.249427,-1.49402,-6021.3,-230620,-6307.92
54481,-0.732974,2.06763,0.437603,-227319,-39868.6,-88412.5
54482,1.80476,-1.55324,0.79615,169435,79412.1,-162954
54483,1.80495,-1.11005,-1.66652,149200,94329.6,124254
54484,1.07506,2.63529,1.11311,178211,-13170.5,-113497
